Race_White,Age,Gender_Male,Undergraduate,Full-Time,Program_Label,GPA,Engagements,Internships,Industry_Label,From_Utah,Program_Score,Industry_Score,Job_Placement
1,20,1,1,1,Finance,3.78,7,1,Healthcare & Social Assistance,1,0.7,1.0,1
1,25,1,0,0,Business,3.45,4,1,Government,1,0.5,-0.7,0
1,22,0,1,1,Management,3.58,5,1,Information (Tech Sector),0,0.5,-0.5,0
1,25,1,0,1,Information Systems,3.07,10,3,Transportation & Warehousing,1,0.9,0.8,1
0,24,0,1,1,Marketing,3.99,3,1,Financial Activities,1,0.6,0.5,1
1,22,0,0,1,Economics,3.71,6,2,Information (Tech Sector),0,0.6,-0.5,1
1,25,0,1,1,Information Systems,2.94,4,1,Professional & Business Services,0,0.9,0.0,1
1,29,0,1,1,Data Analytics,3.57,9,1,Educational Services,0,1.0,0.4,1
1,23,1,1,1,Marketing,3.6,8,1,Professional & Business Services,1,0.6,0.0,1
1,26,1,0,1,Information Systems,3.27,2,2,Educational Services,1,0.9,0.4,1
1,20,1,1,1,Business,3.53,7,1,Retail Trade,1,0.5,-0.2,1
1,21,0,0,1,Information Systems,3.24,1,0,Leisure & Hospitality,0,0.9,-0.8,0
1,25,0,0,1,Data Analytics,3.08,10,2,Government,1,1.0,-0.7,1
1,28,0,1,1,Data Analytics,3.32,3,0,Financial Activities,0,1.0,0.5,1
1,25,1,0,1,Accounting,3.55,8,1,Construction,0,0.9,0.7,1
1,23,1,1,0,Business Administration,3.78,3,1,Professional & Business Services,1,0.4,0.0,1
1,24,0,1,1,Economics,3.52,6,1,Financial Activities,1,0.6,0.5,1
1,20,1,1,1,Economics,3.78,10,2,Leisure & Hospitality,0,0.6,-0.8,1
1,26,1,1,1,Business,3.69,9,2,Information (Tech Sector),0,0.5,-0.5,1
1,27,0,1,0,Data Analytics,3.19,2,1,Construction,0,1.0,0.7,0
0,23,1,1,1,Accounting,3.69,5,0,Manufacturing,1,0.9,-0.6,1
1,23,1,1,0,Management,3.7,3,2,Retail Trade,1,0.5,-0.2,1
1,25,1,1,1,Accounting,4.02,4,1,Healthcare & Social Assistance,0,0.9,1.0,1
1,23,1,1,0,Finance,3.62,3,3,Financial Activities,0,0.7,0.5,1
1,24,0,1,0,Information Systems,3.13,3,1,Healthcare & Social Assistance,1,0.9,1.0,1
1,30,1,0,0,Business Administration,3.33,5,2,Transportation & Warehousing,1,0.4,0.8,1
1,23,1,1,1,Accounting,2.94,2,3,Retail Trade,0,0.9,-0.2,0
1,23,1,1,1,Information Systems,3.65,5,2,Transportation & Warehousing,1,0.9,0.8,1
1,22,0,1,1,Business Administration,4.0,3,1,Healthcare & Social Assistance,0,0.4,1.0,0
1,26,1,1,1,Marketing,2.78,3,2,Government,1,0.6,-0.7,0
0,23,1,0,0,Finance,4.01,7,2,Information (Tech Sector),0,0.7,-0.5,1
1,22,1,1,1,Finance,3.65,0,2,Financial Activities,0,0.7,0.5,0
1,28,1,1,1,Data Analytics,3.18,4,0,Government,1,1.0,-0.7,1
1,28,1,1,1,Finance,3.58,4,2,Leisure & Hospitality,0,0.7,-0.8,1
0,22,0,1,1,Marketing,3.19,5,0,Information (Tech Sector),0,0.6,-0.5,0
1,18,0,0,1,Data Analytics,3.63,7,0,Healthcare & Social Assistance,0,1.0,1.0,1
1,27,1,0,0,International Business,3.52,4,2,Transportation & Warehousing,1,0.3,0.8,1
0,22,1,1,1,Management,3.6,2,0,Financial Activities,0,0.5,0.5,1
0,26,0,1,1,Business,3.22,9,2,Retail Trade,0,0.5,-0.2,1
1,18,1,1,1,Information Systems,3.27,10,3,Financial Activities,1,0.9,0.5,1
1,27,0,1,1,Management,3.65,0,3,Financial Activities,0,0.5,0.5,0
1,20,1,0,1,Management,3.35,5,2,Retail Trade,1,0.5,-0.2,1
1,26,0,0,1,Economics,3.54,3,1,Educational Services,1,0.6,0.4,1
0,24,0,1,1,Accounting,3.64,3,1,Construction,1,0.9,0.7,0
1,21,0,0,1,Finance,3.43,3,1,Manufacturing,1,0.7,-0.6,0
1,23,0,1,1,International Business,3.85,6,1,Financial Activities,0,0.3,0.5,1
1,26,1,1,1,Accounting,3.44,2,1,Healthcare & Social Assistance,0,0.9,1.0,1
1,24,0,1,0,Business,3.44,9,2,Healthcare & Social Assistance,1,0.5,1.0,1
1,26,1,1,0,Accounting,3.31,5,1,Financial Activities,0,0.9,0.5,1
1,30,1,1,0,Economics,3.81,3,1,Transportation & Warehousing,1,0.6,0.8,1
1,19,0,1,1,Business,3.29,8,2,Educational Services,1,0.5,0.4,1
1,29,0,1,0,Marketing,3.88,0,1,Professional & Business Services,1,0.6,0.0,0
1,24,0,1,0,Marketing,3.55,4,1,Construction,1,0.6,0.7,1
1,21,1,0,0,Data Analytics,4.3,4,0,Government,1,1.0,-0.7,0
1,20,0,1,1,Accounting,3.3,3,2,Government,0,0.9,-0.7,0
1,23,0,1,1,Information Systems,3.88,3,2,Professional & Business Services,1,0.9,0.0,1
1,27,1,0,0,International Business,3.65,0,2,Educational Services,1,0.3,0.4,0
1,24,1,0,1,Economics,3.35,2,1,Construction,1,0.6,0.7,0
1,29,1,0,1,Business,3.66,1,2,Healthcare & Social Assistance,1,0.5,1.0,0
1,20,1,1,0,International Business,3.64,10,2,Retail Trade,0,0.3,-0.2,1
1,24,0,1,1,Accounting,3.4,0,1,Healthcare & Social Assistance,1,0.9,1.0,0
1,20,0,1,1,Information Systems,3.63,2,1,Government,0,0.9,-0.7,0
1,25,0,1,1,Accounting,3.85,10,2,Information (Tech Sector),1,0.9,-0.5,1
1,27,0,0,0,Finance,3.65,6,1,Transportation & Warehousing,0,0.7,0.8,1
0,23,1,1,1,Finance,3.37,5,2,Transportation & Warehousing,1,0.7,0.8,0
1,16,0,1,1,Economics,3.36,1,1,Manufacturing,0,0.6,-0.6,0
1,25,1,1,1,Business,3.47,7,2,Financial Activities,1,0.5,0.5,1
1,25,0,1,0,Business,3.83,1,1,Leisure & Hospitality,1,0.5,-0.8,0
1,25,1,0,1,Management,3.27,7,1,Financial Activities,0,0.5,0.5,1
1,28,0,1,0,Economics,3.62,10,1,Government,0,0.6,-0.7,1
1,21,1,1,0,Economics,3.03,5,3,Educational Services,1,0.6,0.4,1
1,26,1,1,1,Information Systems,3.68,2,2,Transportation & Warehousing,0,0.9,0.8,1
1,28,0,1,1,Finance,3.73,6,2,Financial Activities,0,0.7,0.5,1
1,19,1,1,1,Business,4.11,5,2,Financial Activities,1,0.5,0.5,1
0,25,0,1,1,Accounting,3.78,5,0,Information (Tech Sector),1,0.9,-0.5,1
1,22,1,1,1,Economics,3.38,5,2,Healthcare & Social Assistance,1,0.6,1.0,1
0,24,0,1,0,Data Analytics,3.04,7,1,Manufacturing,1,1.0,-0.6,1
1,25,1,0,0,Business Administration,3.65,6,1,Retail Trade,0,0.4,-0.2,1
1,23,1,0,1,Business,3.4,10,0,Government,1,0.5,-0.7,1
0,22,1,0,1,Marketing,3.6,8,0,Leisure & Hospitality,1,0.6,-0.8,0
1,24,1,1,1,Business,3.28,3,0,Educational Services,0,0.5,0.4,1
1,21,1,1,1,Data Analytics,3.45,7,0,Manufacturing,1,1.0,-0.6,1
1,21,1,1,1,Business,2.99,2,0,Financial Activities,0,0.5,0.5,0
1,26,1,0,0,Data Analytics,3.19,8,2,Retail Trade,0,1.0,-0.2,1
1,21,1,0,0,Business Administration,3.14,1,1,Leisure & Hospitality,0,0.4,-0.8,0
1,26,1,0,1,Management,3.76,5,1,Leisure & Hospitality,0,0.5,-0.8,1
1,25,0,1,0,Information Systems,3.25,8,2,Manufacturing,1,0.9,-0.6,1
1,19,1,0,1,Business Administration,3.91,3,0,Healthcare & Social Assistance,1,0.4,1.0,0
1,22,1,1,1,International Business,3.25,8,3,Educational Services,1,0.3,0.4,1
1,28,0,1,1,Management,4.13,6,2,Professional & Business Services,1,0.5,0.0,1
1,21,1,1,1,Information Systems,2.92,4,1,Leisure & Hospitality,0,0.9,-0.8,1
1,23,0,1,0,Finance,3.63,4,0,Transportation & Warehousing,1,0.7,0.8,0
1,25,1,1,1,Data Analytics,3.51,9,0,Professional & Business Services,0,1.0,0.0,1
1,26,1,1,1,Economics,3.14,2,1,Information (Tech Sector),0,0.6,-0.5,1
0,23,1,1,1,International Business,3.33,7,0,Manufacturing,1,0.3,-0.6,1
1,22,0,1,1,Business Administration,3.42,7,1,Leisure & Hospitality,1,0.4,-0.8,1
1,28,0,0,1,Business,3.57,9,0,Transportation & Warehousing,1,0.5,0.8,1
1,29,1,1,1,Business Administration,3.22,7,2,Information (Tech Sector),0,0.4,-0.5,1
1,27,1,1,1,Information Systems,3.63,6,0,Financial Activities,0,0.9,0.5,1
1,24,0,0,1,International Business,3.54,9,2,Professional & Business Services,1,0.3,0.0,1
1,22,1,0,1,Accounting,3.73,8,1,Retail Trade,1,0.9,-0.2,1
1,22,1,1,1,Information Systems,3.24,7,2,Government,1,0.9,-0.7,1
1,26,0,1,1,Management,3.38,0,1,Professional & Business Services,0,0.5,0.0,0
1,25,0,1,1,Business Administration,3.93,4,2,Government,1,0.4,-0.7,1
0,28,1,1,0,Business Administration,3.23,6,1,Transportation & Warehousing,1,0.4,0.8,1
1,26,0,1,1,International Business,3.08,5,2,Leisure & Hospitality,0,0.3,-0.8,1
1,19,0,0,1,Data Analytics,3.31,3,0,Government,0,1.0,-0.7,0
0,27,1,1,1,International Business,2.97,1,1,Manufacturing,0,0.3,-0.6,0
1,21,1,0,1,Economics,4.0,6,0,Transportation & Warehousing,1,0.6,0.8,1
1,23,1,0,1,Business Administration,3.42,3,1,Financial Activities,0,0.4,0.5,1
0,25,0,0,1,Data Analytics,3.42,2,0,Leisure & Hospitality,1,1.0,-0.8,0
1,30,0,1,1,Data Analytics,3.72,4,1,Transportation & Warehousing,1,1.0,0.8,1
1,33,1,0,1,International Business,3.28,8,0,Professional & Business Services,1,0.3,0.0,1
1,26,0,1,0,Finance,3.44,5,1,Transportation & Warehousing,1,0.7,0.8,1
1,23,1,1,1,Information Systems,3.27,2,2,Professional & Business Services,1,0.9,0.0,0
1,26,1,1,1,Management,2.97,1,3,Manufacturing,0,0.5,-0.6,1
1,27,1,1,1,Finance,3.52,5,1,Educational Services,1,0.7,0.4,1
0,23,1,1,0,Business Administration,3.81,8,2,Manufacturing,0,0.4,-0.6,1
1,29,0,1,1,Business Administration,3.52,7,2,Information (Tech Sector),1,0.4,-0.5,0
1,25,1,1,1,Business Administration,3.78,2,1,Financial Activities,1,0.4,0.5,1
1,25,0,1,1,Marketing,3.17,4,0,Professional & Business Services,0,0.6,0.0,1
1,26,1,1,1,Business,3.27,9,0,Leisure & Hospitality,0,0.5,-0.8,1
1,25,1,1,1,Accounting,3.11,2,3,Construction,1,0.9,0.7,0
1,27,0,0,0,Marketing,3.61,5,1,Educational Services,0,0.6,0.4,0
1,22,1,1,1,Accounting,3.4,4,2,Manufacturing,1,0.9,-0.6,0
1,22,1,1,1,Data Analytics,3.39,1,2,Construction,0,1.0,0.7,1
0,21,1,1,1,Business Administration,3.7,0,1,Retail Trade,1,0.4,-0.2,0
1,25,0,1,1,Economics,3.36,6,1,Financial Activities,0,0.6,0.5,1
1,26,1,1,1,Management,3.82,0,2,Construction,1,0.5,0.7,0
1,25,1,1,1,International Business,3.57,1,0,Information (Tech Sector),0,0.3,-0.5,1
1,29,1,0,1,Management,3.39,3,1,Information (Tech Sector),0,0.5,-0.5,1
1,24,1,1,1,Economics,3.03,0,1,Manufacturing,1,0.6,-0.6,0
1,26,0,1,1,International Business,3.7,4,3,Construction,0,0.3,0.7,1
1,21,1,1,1,Data Analytics,3.58,1,1,Government,1,1.0,-0.7,0
1,23,1,0,1,Economics,3.6,3,2,Leisure & Hospitality,1,0.6,-0.8,1
1,26,1,1,1,Business Administration,3.61,8,0,Retail Trade,0,0.4,-0.2,1
1,27,1,1,1,Economics,3.34,6,0,Professional & Business Services,1,0.6,0.0,1
1,23,0,0,1,Business Administration,3.45,4,3,Healthcare & Social Assistance,1,0.4,1.0,1
1,24,1,1,1,Economics,3.36,1,2,Government,1,0.6,-0.7,1
1,19,0,1,1,Economics,3.88,6,1,Retail Trade,0,0.6,-0.2,1
1,23,1,1,0,Finance,3.42,2,2,Retail Trade,1,0.7,-0.2,0
1,27,1,1,1,Management,3.31,1,0,Healthcare & Social Assistance,1,0.5,1.0,1
1,26,0,1,1,Accounting,3.9,7,2,Information (Tech Sector),0,0.9,-0.5,1
1,26,1,1,0,Marketing,3.86,9,0,Retail Trade,0,0.6,-0.2,1
0,24,0,1,1,Finance,3.57,5,2,Government,0,0.7,-0.7,1
1,24,0,1,1,Accounting,3.46,0,2,Manufacturing,0,0.9,-0.6,0
1,22,1,1,0,Finance,3.39,9,1,Transportation & Warehousing,0,0.7,0.8,1
1,26,1,0,1,Business,3.49,1,3,Transportation & Warehousing,1,0.5,0.8,0
0,25,0,0,1,International Business,3.24,9,3,Transportation & Warehousing,1,0.3,0.8,1
1,25,1,1,1,Business Administration,3.65,4,1,Government,0,0.4,-0.7,1
1,22,1,1,1,Marketing,4.0,4,2,Leisure & Hospitality,0,0.6,-0.8,1
1,18,1,1,1,Finance,3.67,5,2,Financial Activities,0,0.7,0.5,1
1,27,1,1,1,Finance,3.17,10,2,Professional & Business Services,1,0.7,0.0,1
1,23,0,1,0,Data Analytics,3.64,9,3,Healthcare & Social Assistance,1,1.0,1.0,1
0,21,1,0,0,Economics,3.56,5,1,Educational Services,0,0.6,0.4,1
0,26,1,1,0,Business,3.63,7,2,Information (Tech Sector),0,0.5,-0.5,1
1,23,0,1,0,Marketing,3.25,6,2,Financial Activities,0,0.6,0.5,1
1,27,1,1,0,Marketing,3.5,7,1,Transportation & Warehousing,1,0.6,0.8,1
0,26,1,1,1,International Business,3.76,8,1,Construction,1,0.3,0.7,1
1,26,0,1,1,Marketing,3.18,0,1,Information (Tech Sector),0,0.6,-0.5,1
1,20,1,1,1,Information Systems,3.37,3,2,Government,0,0.9,-0.7,0
1,28,0,1,0,Marketing,3.41,10,2,Leisure & Hospitality,1,0.6,-0.8,1
1,25,0,0,1,Finance,3.8,9,1,Leisure & Hospitality,1,0.7,-0.8,1
1,23,1,1,1,Information Systems,3.84,0,1,Transportation & Warehousing,0,0.9,0.8,0
1,24,1,0,1,Accounting,2.93,2,0,Construction,0,0.9,0.7,0
0,19,1,0,1,Economics,3.8,10,0,Educational Services,1,0.6,0.4,1
0,25,1,1,1,Information Systems,3.85,5,2,Transportation & Warehousing,1,0.9,0.8,1
1,21,0,0,1,Accounting,3.83,6,1,Healthcare & Social Assistance,1,0.9,1.0,1
1,20,0,1,1,Business,3.34,2,2,Information (Tech Sector),1,0.5,-0.5,0
0,19,1,0,1,Management,3.43,9,2,Manufacturing,0,0.5,-0.6,1
1,27,0,1,1,Business Administration,3.03,2,3,Information (Tech Sector),1,0.4,-0.5,1
1,22,0,1,1,Finance,2.87,2,1,Construction,0,0.7,0.7,1
0,29,0,1,1,Information Systems,3.39,2,3,Transportation & Warehousing,0,0.9,0.8,1
0,22,1,1,1,Management,3.52,9,1,Healthcare & Social Assistance,1,0.5,1.0,1
1,19,1,0,1,Economics,3.55,7,2,Construction,1,0.6,0.7,1
1,21,1,1,0,Data Analytics,3.75,8,2,Professional & Business Services,1,1.0,0.0,1
1,28,0,1,1,Business,4.42,4,1,Construction,1,0.5,0.7,1
1,24,1,1,1,Business Administration,3.38,9,0,Government,1,0.4,-0.7,1
1,22,1,0,1,Economics,3.18,8,0,Construction,0,0.6,0.7,1
1,24,1,1,1,Business,3.66,8,2,Educational Services,0,0.5,0.4,1
1,26,1,1,0,Data Analytics,3.57,10,1,Transportation & Warehousing,0,1.0,0.8,1
1,27,1,1,1,Accounting,3.33,4,3,Government,0,0.9,-0.7,1
1,28,0,1,1,Data Analytics,3.77,6,1,Construction,0,1.0,0.7,1
1,23,1,1,1,Information Systems,3.26,9,3,Government,0,0.9,-0.7,1
0,20,1,1,0,Business Administration,3.46,8,1,Healthcare & Social Assistance,1,0.4,1.0,1
1,23,1,1,0,Marketing,3.48,6,0,Manufacturing,0,0.6,-0.6,1
1,25,1,1,1,International Business,3.22,1,1,Government,1,0.3,-0.7,0
1,21,1,1,1,Finance,2.99,7,3,Information (Tech Sector),1,0.7,-0.5,1
1,21,1,1,0,Finance,3.57,5,2,Professional & Business Services,1,0.7,0.0,0
1,25,1,1,1,Accounting,3.91,2,0,Leisure & Hospitality,0,0.9,-0.8,0
1,24,1,0,0,Economics,3.79,9,1,Professional & Business Services,0,0.6,0.0,1
1,24,1,0,1,Business Administration,3.81,3,1,Financial Activities,0,0.4,0.5,1
1,22,1,1,1,Marketing,3.26,4,2,Construction,0,0.6,0.7,1
1,23,0,1,1,Accounting,3.56,7,1,Manufacturing,1,0.9,-0.6,1
1,21,0,1,1,International Business,3.07,5,2,Professional & Business Services,0,0.3,0.0,1
0,27,1,1,1,Information Systems,3.55,1,2,Leisure & Hospitality,0,0.9,-0.8,1
1,27,1,1,0,Information Systems,3.92,4,3,Educational Services,0,0.9,0.4,1
1,18,0,1,1,Marketing,3.93,1,2,Educational Services,1,0.6,0.4,0
1,21,1,1,1,Marketing,4.11,2,1,Manufacturing,1,0.6,-0.6,0
1,20,0,0,1,Marketing,3.8,0,3,Leisure & Hospitality,0,0.6,-0.8,0
1,22,0,1,1,Data Analytics,3.64,2,1,Leisure & Hospitality,1,1.0,-0.8,1
1,24,1,1,0,Finance,3.76,3,1,Healthcare & Social Assistance,0,0.7,1.0,1
0,20,1,1,0,Management,3.7,5,2,Retail Trade,1,0.5,-0.2,1
1,21,0,1,1,Business Administration,3.26,9,0,Financial Activities,0,0.4,0.5,1
1,21,1,1,0,Management,3.05,5,1,Government,1,0.5,-0.7,1
1,25,1,1,0,Data Analytics,3.76,7,0,Manufacturing,0,1.0,-0.6,1
0,24,1,1,0,Economics,4.13,4,0,Financial Activities,1,0.6,0.5,0
1,22,1,1,1,Information Systems,3.78,8,0,Transportation & Warehousing,0,0.9,0.8,1
1,25,0,0,0,Finance,2.93,6,0,Healthcare & Social Assistance,1,0.7,1.0,1
1,22,0,1,1,Marketing,3.34,5,1,Educational Services,0,0.6,0.4,1
1,23,0,1,1,International Business,3.44,2,2,Healthcare & Social Assistance,0,0.3,1.0,0
1,29,1,1,0,International Business,2.94,3,2,Construction,1,0.3,0.7,1
0,28,1,1,1,International Business,3.09,6,2,Government,0,0.3,-0.7,1
1,20,1,1,1,Business Administration,3.49,4,2,Transportation & Warehousing,1,0.4,0.8,0
1,26,1,0,0,Marketing,3.58,9,2,Financial Activities,1,0.6,0.5,1
1,26,1,0,0,Finance,3.2,2,3,Manufacturing,1,0.7,-0.6,0
1,21,0,0,1,Information Systems,3.07,1,3,Construction,0,0.9,0.7,0
1,26,0,1,0,Management,3.86,6,2,Retail Trade,1,0.5,-0.2,1
1,29,1,0,1,Marketing,3.39,9,1,Financial Activities,1,0.6,0.5,1
1,21,0,1,1,Marketing,3.43,4,2,Transportation & Warehousing,0,0.6,0.8,0
1,21,1,1,0,Data Analytics,3.34,6,2,Financial Activities,0,1.0,0.5,1
1,27,1,1,1,Economics,3.27,2,2,Leisure & Hospitality,1,0.6,-0.8,0
1,25,0,0,1,International Business,3.89,6,1,Transportation & Warehousing,0,0.3,0.8,1
1,26,1,1,1,Accounting,3.24,8,0,Healthcare & Social Assistance,0,0.9,1.0,1
1,25,0,1,1,Finance,3.55,9,0,Financial Activities,1,0.7,0.5,1
1,25,0,1,1,Data Analytics,3.5,1,3,Financial Activities,0,1.0,0.5,1
1,20,1,1,0,Economics,2.92,4,2,Information (Tech Sector),1,0.6,-0.5,0
0,27,0,1,0,Economics,3.57,6,1,Construction,0,0.6,0.7,1
0,28,1,0,1,Business,3.04,0,1,Healthcare & Social Assistance,1,0.5,1.0,1
1,23,1,1,0,International Business,3.69,7,2,Leisure & Hospitality,0,0.3,-0.8,1
1,24,1,1,1,Business,3.14,5,1,Educational Services,1,0.5,0.4,1
1,19,1,1,1,Data Analytics,3.66,3,1,Healthcare & Social Assistance,0,1.0,1.0,1
1,26,0,1,0,Economics,3.37,8,0,Transportation & Warehousing,1,0.6,0.8,1
1,26,1,1,1,Accounting,3.3,3,0,Retail Trade,1,0.9,-0.2,1
1,24,0,1,1,Finance,3.56,10,1,Transportation & Warehousing,1,0.7,0.8,1
1,27,1,1,1,Business,3.06,8,2,Transportation & Warehousing,0,0.5,0.8,1
1,23,1,1,1,Economics,3.48,7,0,Construction,1,0.6,0.7,1
1,26,0,1,0,Finance,3.73,1,1,Manufacturing,1,0.7,-0.6,0
1,21,1,1,1,International Business,3.81,9,2,Government,1,0.3,-0.7,1
1,24,1,1,1,Management,3.36,8,2,Transportation & Warehousing,0,0.5,0.8,1
1,23,1,1,1,Finance,3.41,2,1,Transportation & Warehousing,1,0.7,0.8,0
1,25,1,0,1,Economics,3.05,4,2,Government,0,0.6,-0.7,1
1,23,1,1,1,Data Analytics,3.27,3,3,Retail Trade,1,1.0,-0.2,1
1,24,0,1,1,Business,3.03,10,3,Financial Activities,1,0.5,0.5,1
1,26,1,1,0,Business,3.63,9,2,Construction,1,0.5,0.7,1
1,23,1,1,0,Information Systems,3.75,9,2,Educational Services,0,0.9,0.4,1
1,19,0,0,1,Economics,3.36,8,1,Leisure & Hospitality,1,0.6,-0.8,0
1,29,1,1,1,Information Systems,3.18,5,2,Leisure & Hospitality,1,0.9,-0.8,1
1,28,0,1,1,Accounting,3.59,2,2,Healthcare & Social Assistance,1,0.9,1.0,0
1,20,1,1,0,Accounting,3.24,2,1,Financial Activities,0,0.9,0.5,1
0,26,1,1,0,Economics,3.7,2,1,Construction,1,0.6,0.7,0
1,22,0,0,1,Business,4.08,5,2,Financial Activities,0,0.5,0.5,1
1,25,1,1,1,International Business,3.23,9,3,Information (Tech Sector),1,0.3,-0.5,1
1,25,0,1,1,Business Administration,3.28,10,1,Financial Activities,1,0.4,0.5,1
1,23,1,1,1,Accounting,3.06,3,1,Educational Services,1,0.9,0.4,0
1,22,1,1,1,Business,3.54,7,2,Leisure & Hospitality,0,0.5,-0.8,1
0,22,1,0,1,Marketing,3.52,6,0,Information (Tech Sector),0,0.6,-0.5,1
1,21,1,1,1,Marketing,3.42,5,2,Manufacturing,1,0.6,-0.6,1
1,22,0,1,1,Information Systems,3.5,7,0,Information (Tech Sector),0,0.9,-0.5,1
1,24,1,1,1,Finance,3.19,4,1,Financial Activities,1,0.7,0.5,1
1,22,0,1,1,International Business,3.0,9,2,Information (Tech Sector),0,0.3,-0.5,1
1,26,0,1,1,Information Systems,3.27,7,0,Educational Services,1,0.9,0.4,1
1,28,1,1,1,Marketing,2.93,8,1,Manufacturing,1,0.6,-0.6,1
1,22,1,1,1,International Business,3.23,2,1,Information (Tech Sector),0,0.3,-0.5,0
0,25,0,1,1,Business Administration,3.59,2,1,Government,0,0.4,-0.7,1
1,25,0,1,1,Finance,3.52,4,2,Professional & Business Services,1,0.7,0.0,1
1,25,1,0,1,Information Systems,2.97,8,2,Transportation & Warehousing,1,0.9,0.8,1
1,24,1,1,1,Marketing,3.81,9,1,Retail Trade,1,0.6,-0.2,1
1,26,1,1,1,Accounting,3.44,4,1,Transportation & Warehousing,0,0.9,0.8,1
1,25,0,1,1,Accounting,3.11,8,0,Healthcare & Social Assistance,1,0.9,1.0,1
1,20,1,1,1,Information Systems,3.39,5,2,Information (Tech Sector),0,0.9,-0.5,1
1,27,0,1,0,Business Administration,3.33,3,0,Leisure & Hospitality,1,0.4,-0.8,0
1,27,1,0,1,Business Administration,3.24,7,2,Construction,1,0.4,0.7,1
1,22,1,1,1,Economics,3.74,8,2,Healthcare & Social Assistance,1,0.6,1.0,1
1,24,1,1,1,Finance,3.17,2,2,Educational Services,1,0.7,0.4,0
1,26,1,1,1,Business,3.56,3,2,Construction,1,0.5,0.7,1
0,23,1,1,1,Business Administration,3.1,5,3,Construction,1,0.4,0.7,1
1,27,1,1,1,Finance,3.49,2,3,Educational Services,0,0.7,0.4,1
1,31,1,1,1,Business Administration,3.58,9,2,Government,1,0.4,-0.7,1
0,22,1,1,0,Economics,3.58,6,0,Transportation & Warehousing,0,0.6,0.8,0
1,20,1,1,1,Management,3.52,1,3,Healthcare & Social Assistance,1,0.5,1.0,0
0,25,0,1,1,Business Administration,3.43,2,0,Transportation & Warehousing,0,0.4,0.8,0
1,26,1,1,1,Finance,3.18,10,2,Manufacturing,0,0.7,-0.6,1
1,23,1,1,0,Economics,3.18,7,2,Leisure & Hospitality,0,0.6,-0.8,1
1,28,1,1,0,Economics,3.59,7,3,Healthcare & Social Assistance,0,0.6,1.0,1
1,20,0,1,1,Finance,3.12,1,3,Educational Services,1,0.7,0.4,0
1,26,1,1,0,Finance,3.05,9,0,Information (Tech Sector),0,0.7,-0.5,1
1,22,0,1,1,Accounting,3.93,4,2,Healthcare & Social Assistance,0,0.9,1.0,1
1,29,0,1,0,Management,3.42,7,0,Healthcare & Social Assistance,1,0.5,1.0,1
1,30,0,1,0,Economics,3.69,10,0,Professional & Business Services,1,0.6,0.0,1
1,22,1,1,1,Accounting,3.76,1,1,Educational Services,1,0.9,0.4,0
0,22,0,1,1,International Business,3.52,5,0,Educational Services,1,0.3,0.4,0
1,27,1,1,1,Information Systems,3.39,0,2,Transportation & Warehousing,1,0.9,0.8,1
1,23,1,1,1,Information Systems,3.39,5,3,Leisure & Hospitality,1,0.9,-0.8,1
1,24,0,0,1,Economics,3.98,3,2,Educational Services,1,0.6,0.4,1
1,24,1,1,1,Accounting,3.33,9,1,Retail Trade,0,0.9,-0.2,1
0,18,0,1,1,Management,3.55,4,3,Educational Services,1,0.5,0.4,1
1,24,1,1,1,Management,3.7,6,3,Financial Activities,0,0.5,0.5,1
1,22,0,1,1,International Business,3.58,9,2,Retail Trade,1,0.3,-0.2,1
1,23,1,1,1,Economics,3.83,10,2,Information (Tech Sector),1,0.6,-0.5,1
1,28,1,1,1,Business Administration,3.38,5,3,Leisure & Hospitality,1,0.4,-0.8,1
1,20,1,1,1,International Business,3.7,5,0,Financial Activities,1,0.3,0.5,1
1,26,0,1,1,Accounting,2.96,1,3,Government,1,0.9,-0.7,1
1,23,1,1,1,Business Administration,3.9,0,3,Healthcare & Social Assistance,1,0.4,1.0,1
1,23,1,1,1,Information Systems,3.84,6,3,Leisure & Hospitality,1,0.9,-0.8,1
1,26,1,1,0,Data Analytics,3.41,1,1,Transportation & Warehousing,0,1.0,0.8,0
0,25,0,1,1,Information Systems,3.63,4,3,Healthcare & Social Assistance,1,0.9,1.0,1
0,26,1,1,1,Economics,3.77,0,1,Retail Trade,1,0.6,-0.2,1
1,27,1,1,1,Finance,3.19,6,2,Construction,0,0.7,0.7,1
1,23,1,1,1,Information Systems,3.46,4,3,Leisure & Hospitality,1,0.9,-0.8,1
1,22,1,1,1,Marketing,3.11,1,0,Transportation & Warehousing,1,0.6,0.8,0
1,21,1,1,1,Information Systems,3.84,3,1,Retail Trade,1,0.9,-0.2,0
0,22,1,1,1,Information Systems,3.75,6,2,Transportation & Warehousing,1,0.9,0.8,1
1,33,0,0,0,Information Systems,3.42,7,2,Transportation & Warehousing,1,0.9,0.8,1
1,28,1,0,1,Information Systems,3.38,5,3,Transportation & Warehousing,1,0.9,0.8,1
1,20,1,1,1,Business Administration,3.46,8,1,Leisure & Hospitality,1,0.4,-0.8,1
1,20,1,1,0,Business Administration,3.23,1,2,Construction,0,0.4,0.7,0
1,25,0,1,1,Information Systems,3.45,1,0,Retail Trade,1,0.9,-0.2,0
1,26,0,1,1,Business,3.19,0,2,Government,1,0.5,-0.7,1
1,26,0,1,1,Business,3.77,5,1,Retail Trade,0,0.5,-0.2,1
1,23,1,1,1,Business Administration,3.84,7,2,Educational Services,0,0.4,0.4,1
